"","stand","stand_group"
"1330","N-18","QX_ASSIGNED"
"1331","N-19","QX_ASSIGNED"
"1332","N-20","QX_ASSIGNED"
"1333","N-3","QX_ASSIGNED"
"1334","N-4","QX_ASSIGNED"
"1335","N-5","QX_ASSIGNED"
"1336","N-6","QX_ASSIGNED"
"1337","N-7","QX_ASSIGNED"
"1338","N-8","QX_ASSIGNED"
"1339","N-9","QX_ASSIGNED"
"1340","Q-1","QX_ASSIGNED"
"1341","Q-10","QX_ASSIGNED"
"1342","Q-11","QX_ASSIGNED"
"1343","Q-12","QX_ASSIGNED"
"1344","Q-13","QX_ASSIGNED"
"1345","Q-14","QX_ASSIGNED"
"1346","Q-15","QX_ASSIGNED"
"1347","Q-16","QX_ASSIGNED"
"1348","Q-17","QX_ASSIGNED"
"1349","Q-18","QX_ASSIGNED"
"1350","Q-2","QX_ASSIGNED"
"1351","Q-3","QX_ASSIGNED"
"1352","Q-4","QX_ASSIGNED"
"1353","Q-5","QX_ASSIGNED"
"1354","Q-6","QX_ASSIGNED"
"1355","Q-7","QX_ASSIGNED"
"1356","Q-8","QX_ASSIGNED"
"1357","Q-9","QX_ASSIGNED"
"1358","CG5-1","Remote Bus Stands"
"1359","CG5-10","Remote Bus Stands"
"1360","CG5-10R","Remote Bus Stands"
"1361","CG5-2","Remote Bus Stands"
"1362","CG5-3","Remote Bus Stands"
"1363","CG5-4","Remote Bus Stands"
"1364","CG5-5","Remote Bus Stands"
"1365","CG5-6","Remote Bus Stands"
"1366","CG5-7","Remote Bus Stands"
"1367","CG5-8","Remote Bus Stands"
"1368","CG5-9","Remote Bus Stands"
"1369","CG7-10","Remote Bus Stands"
"1370","CG7-11","Remote Bus Stands"
"1371","CG7-12","Remote Bus Stands"
"1372","CG7-1A","Remote Bus Stands"
"1373","CG7-1B","Remote Bus Stands"
"1374","CG7-1E","Remote Bus Stands"
"1375","CG7-1W","Remote Bus Stands"
"1376","CG7-2A","Remote Bus Stands"
"1377","CG7-2B","Remote Bus Stands"
"1378","CG7-2E","Remote Bus Stands"
"1379","CG7-2W","Remote Bus Stands"
"1380","CG7-3E","Remote Bus Stands"
"1381","CG7-3W","Remote Bus Stands"
"1382","CG7-4E","Remote Bus Stands"
"1383","CG7-4W","Remote Bus Stands"
"1384","CG7-5","Remote Bus Stands"
"1385","CG7-6","Remote Bus Stands"
"1386","CG7-7","Remote Bus Stands"
"1387","CG7-8","Remote Bus Stands"
"1388","CG7-9","Remote Bus Stands"
"1389","CG7-9R","Remote Bus Stands"
"1390","S-9A","S9_HOLDROOM"
"1391","S-9B","S9_HOLDROOM"
"1392","S-1","SOUTH SAT"
"1393","S-10","SOUTH SAT"
"1394","S-10A","SOUTH SAT"
"1395","S-10B","SOUTH SAT"
"1396","S-11","SOUTH SAT"
"1397","S-12","SOUTH SAT"
"1398","S-15","SOUTH SAT"
"1399","S-16","SOUTH SAT"
"1400","S-1A","SOUTH SAT"
"1401","S-1B","SOUTH SAT"
"1402","S-2","SOUTH SAT"
"1403","S-3","SOUTH SAT"
"1404","S-3A","SOUTH SAT"
"1405","S-4","SOUTH SAT"
"1406","S-4A","SOUTH SAT"
"1407","S-4B","SOUTH SAT"
"1408","S-5","SOUTH SAT"
"1409","S-6","SOUTH SAT"
"1410","S-6A","SOUTH SAT"
"1411","S-7","SOUTH SAT"
"1412","S-7A","SOUTH SAT"
"1413","S-8","SOUTH SAT"
"1414","S-8A","SOUTH SAT"
"1415","S-9","SOUTH SAT"
"1416","S-9A","SOUTH SAT"
"1417","S-9B","SOUTH SAT"
"1418","A-1","South End Gates"
"1419","A-10","South End Gates"
"1420","A-10A","South End Gates"
"1421","A-11","South End Gates"
"1422","A-11A","South End Gates"
"1423","A-12","South End Gates"
"1424","A-12A","South End Gates"
"1425","A-12B","South End Gates"
"1426","A-13","South End Gates"
"1427","A-13A","South End Gates"
"1428","A-14","South End Gates"
"1429","A-2","South End Gates"
"1430","A-3","South End Gates"
"1431","A-3A","South End Gates"
"1432","A-4","South End Gates"
"1433","A-4A","South End Gates"
"1434","A-5","South End Gates"
"1435","A-6","South End Gates"
"1436","A-6A","South End Gates"
"1437","A-7","South End Gates"
"1438","A-8","South End Gates"
"1439","A-8A","South End Gates"
"1440","A-9","South End Gates"
"1441","B-1","South End Gates"
"1442","B-10","South End Gates"
"1443","B-11","South End Gates"
"1444","B-12","South End Gates"
"1445","B-14","South End Gates"
"1446","B-15","South End Gates"
"1447","B-3","South End Gates"
"1448","B-4","South End Gates"
"1449","B-5","South End Gates"
"1450","B-6","South End Gates"
"1451","B-7","South End Gates"
"1452","B-7A","South End Gates"
"1453","B-7B","South End Gates"
"1454","B-8","South End Gates"
"1455","B-9","South End Gates"
"1456","CG7-1","South End Gates"
"1457","CG7-10","South End Gates"
"1458","CG7-11","South End Gates"
"1459","CG7-12","South End Gates"
"1460","CG7-1E","South End Gates"
"1461","CG7-1W","South End Gates"
"1462","CG7-2","South End Gates"
"1463","CG7-2E","South End Gates"
"1464","CG7-2W","South End Gates"
"1465","CG7-3","South End Gates"
"1466","CG7-3E","South End Gates"
"1467","CG7-3W","South End Gates"
"1468","CG7-4","South End Gates"
"1469","CG7-4E","South End Gates"
"1470","CG7-4W","South End Gates"
"1471","CG7-5","South End Gates"
"1472","CG7-6","South End Gates"
"1473","CG7-7","South End Gates"
"1474","CG7-8","South End Gates"
"1475","CG7-9","South End Gates"
"1476","CG7-9R","South End Gates"
"1477","S-1","South End Gates"
"1478","S-10","South End Gates"
"1479","S-10A","South End Gates"
"1480","S-10B","South End Gates"
"1481","S-11","South End Gates"
"1482","S-12","South End Gates"
"1483","S-15","South End Gates"
"1484","S-16","South End Gates"
"1485","S-1A","South End Gates"
"1486","S-1B","South End Gates"
"1487","S-2","South End Gates"
"1488","S-3","South End Gates"
"1489","S-3A","South End Gates"
"1490","S-4","South End Gates"
"1491","S-4A","South End Gates"
"1492","S-4B","South End Gates"
"1493","S-5","South End Gates"
"1494","S-6","South End Gates"
"1495","S-6A","South End Gates"
"1496","S-7","South End Gates"
"1497","S-7A","South End Gates"
"1498","S-8","South End Gates"
"1499","S-8A","South End Gates"
"1500","S-9","South End Gates"
"1501","S-9A","South End Gates"
"1502","S-9B","South End Gates"
"1503","UA-1","UA Maintenance"
"1504","UA-2","UA Maintenance"
"1505","UA-3","UA Maintenance"
"1506","A-10","UA_ASSIGNED"
"1507","A-10A","UA_ASSIGNED"
"1508","A-8","UA_ASSIGNED"
"1509","A-8A","UA_ASSIGNED"
"1510","A-9","UA_ASSIGNED"
"1511","CG-2-12","UA_ASSIGNED"
"1512","CG2-1","UA_ASSIGNED"
"1513","CG2-10","UA_ASSIGNED"
"1514","CG2-11","UA_ASSIGNED"
"1515","CG2-13","UA_ASSIGNED"
"1516","CG2-14","UA_ASSIGNED"
"1517","CG2-15","UA_ASSIGNED"
"1518","CG2-16","UA_ASSIGNED"
"1519","CG2-2","UA_ASSIGNED"
"1520","CG2-20","UA_ASSIGNED"
"1521","CG2-3","UA_ASSIGNED"
"1522","CG2-3R","UA_ASSIGNED"
"1523","CG2-4","UA_ASSIGNED"
"1524","CG2-4R","UA_ASSIGNED"
"1525","CG2-5","UA_ASSIGNED"
"1526","CG2-6","UA_ASSIGNED"
"1527","CG2-7","UA_ASSIGNED"
"1528","CG2-8","UA_ASSIGNED"
"1529","CG2-9","UA_ASSIGNED"
"1530","CG3-1","UA_ASSIGNED"
"1531","CG3-2","UA_ASSIGNED"
"1532","CG3-2R","UA_ASSIGNED"
"1533","CG4-1","UA_ASSIGNED"
"1534","CG4-3","UA_ASSIGNED"
"1535","CG4-5","UA_ASSIGNED"
"1536","CG4-7","UA_ASSIGNED"
"1537","CG4-9","UA_ASSIGNED"
"1538","CG6-1","UA_ASSIGNED"
"1539","CG6-2","UA_ASSIGNED"
"1540","CG6-3","UA_ASSIGNED"
"1541","CG6-4","UA_ASSIGNED"
"1542","CG6-5","UA_ASSIGNED"
"1543","UA-1","UA_ASSIGNED"
"1544","UA-2","UA_ASSIGNED"
"1545","UA-3","UA_ASSIGNED"
"1546","B-10","WN_ASSIGNED"
"1547","B-12","WN_ASSIGNED"
"1548","B-14","WN_ASSIGNED"
"1549","B-8","WN_ASSIGNED"
"1550","CG-2-12","WN_ASSIGNED"
"1551","CG2-1","WN_ASSIGNED"
"1552","CG2-10","WN_ASSIGNED"
"1553","CG2-11","WN_ASSIGNED"
"1554","CG2-13","WN_ASSIGNED"
"1555","CG2-14","WN_ASSIGNED"
"1556","CG2-15","WN_ASSIGNED"
"1557","CG2-16","WN_ASSIGNED"
"1558","CG2-2","WN_ASSIGNED"
"1559","CG2-20","WN_ASSIGNED"
"1560","CG2-3","WN_ASSIGNED"
"1561","CG2-3R","WN_ASSIGNED"
"1562","CG2-4","WN_ASSIGNED"
"1563","CG2-4R","WN_ASSIGNED"
"1564","CG2-5","WN_ASSIGNED"
"1565","CG2-6","WN_ASSIGNED"
"1566","CG2-7","WN_ASSIGNED"
"1567","CG2-8","WN_ASSIGNED"
"1568","CG2-9","WN_ASSIGNED"
"1569","CG3-1","WN_ASSIGNED"
"1570","CG3-2","WN_ASSIGNED"
"1571","CG3-2R","WN_ASSIGNED"
"1572","CG4-1","WN_ASSIGNED"
"1573","CG4-3","WN_ASSIGNED"
"1574","CG4-5","WN_ASSIGNED"
"1575","CG4-7","WN_ASSIGNED"
"1576","CG4-9","WN_ASSIGNED"
"1577","CG6-1","WN_ASSIGNED"
"1578","CG6-2","WN_ASSIGNED"
"1579","CG6-3","WN_ASSIGNED"
"1580","CG6-4","WN_ASSIGNED"
"1581","CG6-5","WN_ASSIGNED"
"1582","A-10","Widebody gates"
"1583","A-11","Widebody gates"
"1584","A-12","Widebody gates"
"1585","A-13","Widebody gates"
"1586","A-3","Widebody gates"
"1587","A-4","Widebody gates"
"1588","A-6","Widebody gates"
"1589","B-7","Widebody gates"
"1590","N-16A","Widebody gates"
"1591","S-1","Widebody gates"
"1592","S-10","Widebody gates"
"1593","S-11","Widebody gates"
"1594","S-12","Widebody gates"
"1595","S-15","Widebody gates"
"1596","S-16","Widebody gates"
"1597","S-3","Widebody gates"
"1598","S-4","Widebody gates"
"1599","S-7","Widebody gates"
"1600","S-8","Widebody gates"
"1601","S-9","Widebody gates"
